Kota,Kecamatan,Kelurahan,Waktu Prakiraan,Suhu (°C),Kelembapan (%),Kondisi Cuaca,Kecepatan Angin (km/jam),Latitude,Longitude
Kabupaten Sumedang,Darmaraja,Darmajaya,2026-01-27 13:00:00,24,83,Hujan Ringan,14.0,-6.9243054245,108.0721065365
Kabupaten Sumedang,Darmaraja,Darmaraja,2026-01-27 13:00:00,24,83,Hujan Ringan,14.0,-6.9221917538,108.0631836427
Kabupaten Sumedang,Darmaraja,Karangpakuan,2026-01-27 13:00:00,25,81,Hujan Ringan,14.0,-6.8894300795,108.0720136457
Kabupaten Sumedang,Darmaraja,Neglasari,2026-01-27 13:00:00,24,83,Hujan Ringan,14.0,-6.9349349342,108.0731116601
Kabupaten Sumedang,Darmaraja,Pakualam,2026-01-27 13:00:00,26,81,Hujan Ringan,14.0,-6.8737788558,108.0762800073
Kabupaten Sumedang,Darmaraja,Ranggon,2026-01-27 12:00:00,27,72,Hujan Ringan,9.7,-6.9395261277,108.0620639939
Kabupaten Sumedang,Darmaraja,Sukamenak,2026-01-27 13:00:00,24,83,Hujan Ringan,14.0,-6.9296969351,108.0857805531
Kabupaten Sumedang,Darmaraja,Sukaratu,2026-01-27 13:00:00,24,83,Hujan Ringan,14.0,-6.9131285327,108.082950695
Kabupaten Sumedang,Darmaraja,Tarunajaya,2026-01-27 13:00:00,25,81,Hujan Ringan,14.0,-6.9025396701,108.0772950058
Kabupaten Sumedang,Ganeas,Cikondang,2026-01-27 13:00:00,24,78,Hujan Ringan,11.2,-6.8859845532,107.957187591
Kabupaten Sumedang,Ganeas,Cikoneng,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.8565006934,107.9621003576
Kabupaten Sumedang,Ganeas,Cikoneng Kulon,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.8554485435,107.9525764675
Kabupaten Sumedang,Ganeas,Dayeuhluhur,2026-01-27 13:00:00,24,79,Hujan Ringan,11.2,-6.8864017993,107.9774463075
Kabupaten Sumedang,Ganeas,Ganeas,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.849979401,107.9742656434
Kabupaten Sumedang,Ganeas,Sukaluyu,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.8540195485,107.9837102292
Kabupaten Sumedang,Ganeas,Sukawening,2026-01-27 13:00:00,24,79,Hujan Ringan,11.2,-6.8669169611,107.9711518762
Kabupaten Sumedang,Ganeas,Tanjunghurip,2026-01-27 13:00:00,24,78,Hujan Ringan,11.2,-6.8778021449,107.9617062305
Kabupaten Sumedang,Jatigede,Cijeungjing,2026-01-27 13:00:00,26,80,Hujan Ringan,14.0,-6.8494306528,108.1093415914
Kabupaten Sumedang,Jatigede,Cintajaya,2026-01-27 13:00:00,26,83,Hujan Ringan,16.1,-6.8507742819,108.1521553942
Kabupaten Sumedang,Jatigede,Cipicung,2026-01-27 13:00:00,26,81,Hujan Ringan,14.0,-6.8558271358,108.1309288285
Kabupaten Sumedang,Jatigede,Ciranggem,2026-01-27 13:00:00,25,84,Hujan Ringan,14.0,-6.8990263523,108.122748142
Kabupaten Sumedang,Jatigede,Cisampih,2026-01-27 13:00:00,25,86,Hujan Ringan,16.1,-6.8950648729,108.1599620705
Kabupaten Sumedang,Jatigede,Jemah,2026-01-27 13:00:00,26,83,Hujan Ringan,14.0,-6.8775183703,108.1175746618
Kabupaten Sumedang,Jatigede,Kadu,2026-01-27 13:00:00,26,86,Hujan Ringan,16.1,-6.8825209155,108.1857293372
Kabupaten Sumedang,Jatigede,Kadujaya,2026-01-27 13:00:00,26,80,Hujan Ringan,14.0,-6.8378485118,108.1050669245
Kabupaten Sumedang,Jatigede,Karedok,2026-01-27 13:00:00,27,79,Hujan Ringan,19.7,-6.8222414236,108.0892895042
Kabupaten Sumedang,Jatigede,Lebaksiuh,2026-01-27 13:00:00,26,84,Hujan Ringan,16.1,-6.8577909957,108.170441236
Kabupaten Sumedang,Jatigede,Mekarasih,2026-01-27 13:00:00,24,86,Hujan Ringan,14.0,-6.9198399525,108.1234767536
Kabupaten Sumedang,Jatinangor,Cibeusi,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9300660227,107.7618198923
Kabupaten Sumedang,Jatinangor,Cikeruh,2026-01-27 13:00:00,26,65,Berawan,17.5,-6.9382476007,107.7750186242
Kabupaten Sumedang,Jatinangor,Cilayung,2026-01-27 13:00:00,25,67,Hujan Ringan,11.5,-6.9016685321,107.7759161444
Kabupaten Sumedang,Jatinangor,Cileles,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9136922108,107.7738494611
Kabupaten Sumedang,Jatinangor,Cintamulya,2026-01-27 13:00:00,26,65,Berawan,17.5,-6.954844647,107.7866125765
Kabupaten Sumedang,Jatinangor,Cipacing,2026-01-27 13:00:00,26,66,Berawan,17.5,-6.9490148539,107.7616752911
Kabupaten Sumedang,Jatinangor,Cisempur,2026-01-27 13:00:00,26,65,Berawan,17.5,-6.9501210989,107.7940933865
Kabupaten Sumedang,Jatinangor,Hegarmanah,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9297014179,107.782278175
Kabupaten Sumedang,Jatinangor,Jatimukti,2026-01-27 13:00:00,26,65,Berawan,17.5,-6.9444163126,107.7891156825
Kabupaten Sumedang,Jatinangor,Jatiroke,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9340372353,107.7928471661
Kabupaten Sumedang,Jatinangor,Mekargalih,2026-01-27 13:00:00,26,65,Berawan,17.5,-6.954013824,107.7749276103
Kabupaten Sumedang,Jatinangor,Sayang,2026-01-27 13:00:00,26,65,Berawan,17.5,-6.9386729191,107.7697194482
Kabupaten Sumedang,Jatinunggal,Banjarsari,2026-01-27 13:00:00,24,89,Hujan Ringan,12.9,-6.9531220493,108.1542965569
Kabupaten Sumedang,Jatinunggal,Cimanintin,2026-01-27 13:00:00,24,91,Hujan Ringan,16.1,-6.912885728,108.2013071102
Kabupaten Sumedang,Jatinunggal,Cipeundeuy,2026-01-27 13:00:00,24,89,Hujan Ringan,16.1,-6.9335331455,108.1861746443
Kabupaten Sumedang,Jatinunggal,Jatinunggal,2026-01-27 13:00:00,24,88,Hujan Ringan,9.7,-6.9382278059,108.1177103127
Kabupaten Sumedang,Jatinunggal,Kirisik,2026-01-27 13:00:00,24,90,Hujan Ringan,12.9,-6.9606945878,108.1697645528
Kabupaten Sumedang,Jatinunggal,Pawenang,2026-01-27 13:00:00,25,84,Hujan Ringan,14.0,-6.9351460422,108.1026788262
Kabupaten Sumedang,Jatinunggal,Sarimekar,2026-01-27 13:00:00,24,88,Hujan Ringan,9.7,-6.9497023884,108.1362350057
Kabupaten Sumedang,Jatinunggal,Sukamanah,2026-01-27 13:00:00,24,89,Hujan Ringan,16.1,-6.9265106344,108.1643609941
Kabupaten Sumedang,Jatinunggal,Tarikolot,2026-01-27 13:00:00,24,88,Hujan Ringan,9.7,-6.9590950124,108.1220264373
Kabupaten Sumedang,Pamulihan,Cigendel,2026-01-27 13:00:00,24,74,Hujan Ringan,10.4,-6.883580593,107.844936949
Kabupaten Sumedang,Pamulihan,Cijeruk,2026-01-27 13:00:00,24,74,Hujan Ringan,10.4,-6.8678824074,107.8588288318
Kabupaten Sumedang,Pamulihan,Cilembu,2026-01-27 13:00:00,25,68,Hujan Ringan,10.4,-6.9146064974,107.8516958978
Kabupaten Sumedang,Pamulihan,Cimarias,2026-01-27 13:00:00,24,69,Hujan Ringan,10.4,-6.8960059496,107.8618586103
Kabupaten Sumedang,Pamulihan,Cinanggerang,2026-01-27 13:00:00,24,71,Hujan Ringan,10.4,-6.9101076369,107.8760534167
Kabupaten Sumedang,Pamulihan,Ciptasari,2026-01-27 13:00:00,25,68,Hujan Ringan,11.5,-6.8932640378,107.8240858215
Kabupaten Sumedang,Pamulihan,Citali,2026-01-27 13:00:00,24,72,Hujan Ringan,11.5,-6.8868506702,107.8133618817
Kabupaten Sumedang,Pamulihan,Haurngombong,2026-01-27 13:00:00,25,68,Hujan Ringan,11.5,-6.904067987,107.8340754525
Kabupaten Sumedang,Pamulihan,Mekarbakti,2026-01-27 13:00:00,25,68,Hujan Ringan,10.4,-6.9267699276,107.84067401
Kabupaten Sumedang,Pamulihan,Pamulihan,2026-01-27 13:00:00,24,72,Hujan Ringan,11.5,-6.876453428,107.8275565891
Kabupaten Sumedang,Pamulihan,Sukawangi,2026-01-27 13:00:00,24,71,Hujan Ringan,11.5,-6.8632791906,107.8124570604
Kabupaten Sumedang,Paseh,Bongkok,2026-01-27 13:00:00,25,83,Hujan Ringan,18.2,-6.7822955909,108.0098348675
Kabupaten Sumedang,Paseh,Cijambe,2026-01-27 13:00:00,25,82,Hujan Ringan,18.2,-6.8090373353,108.0188651662
Kabupaten Sumedang,Paseh,Citepok,2026-01-27 13:00:00,24,82,Hujan Ringan,18.2,-6.8221974902,108.0092038252
Kabupaten Sumedang,Paseh,Haurkuning,2026-01-27 13:00:00,24,82,Hujan Ringan,18.2,-6.8162624877,107.9996245717
Kabupaten Sumedang,Paseh,Legok Kaler,2026-01-27 13:00:00,24,84,Hujan Ringan,18.2,-6.7977715848,107.9855738326
Kabupaten Sumedang,Paseh,Legok Kidul,2026-01-27 13:00:00,25,83,Hujan Ringan,18.2,-6.8080720454,107.9938179379
Kabupaten Sumedang,Paseh,Padanaan,2026-01-27 13:00:00,26,83,Hujan Ringan,18.2,-6.7863108708,108.0372579691
Kabupaten Sumedang,Paseh,Paseh Kaler,2026-01-27 13:00:00,25,83,Hujan Ringan,18.2,-6.7883664048,107.9918969106
Kabupaten Sumedang,Paseh,Paseh Kidul,2026-01-27 13:00:00,25,83,Hujan Ringan,18.2,-6.7987241637,108.0076171029
Kabupaten Sumedang,Paseh,Pasireungit,2026-01-27 13:00:00,25,82,Hujan Ringan,18.2,-6.7995602593,108.0256975566
Kabupaten Sumedang,Rancakalong,Cibunar,2026-01-27 13:00:00,23,81,Hujan Ringan,11.5,-6.818178967,107.8220246306
Kabupaten Sumedang,Rancakalong,Cibungur,2026-01-27 12:00:00,25,73,Berawan,15.1,-6.8001173341,107.8684789798
Kabupaten Sumedang,Rancakalong,Nagarawangi,2026-01-27 13:00:00,23,82,Hujan Ringan,15.1,-6.8210990996,107.8443953281
Kabupaten Sumedang,Rancakalong,Pamekaran,2026-01-27 13:00:00,24,78,Hujan Ringan,10.4,-6.841203983,107.8523487746
Kabupaten Sumedang,Rancakalong,Pangadegan,2026-01-27 13:00:00,23,87,Hujan Ringan,15.1,-6.8007159749,107.8445241357
Kabupaten Sumedang,Rancakalong,Pasirbiru,2026-01-27 13:00:00,24,78,Hujan Ringan,10.4,-6.8504028713,107.8380603944
Kabupaten Sumedang,Rancakalong,Rancakalong,2026-01-27 13:00:00,23,81,Hujan Ringan,11.5,-6.8311797523,107.8172187966
Kabupaten Sumedang,Rancakalong,Sukahayu,2026-01-27 13:00:00,23,83,Hujan Ringan,15.1,-6.8214859648,107.8649981484
Kabupaten Sumedang,Rancakalong,Sukamaju,2026-01-27 13:00:00,23,83,Hujan Ringan,15.1,-6.8247221102,107.8772892752
Kabupaten Sumedang,Rancakalong,Sukasirnarasa,2026-01-27 13:00:00,24,77,Hujan Ringan,11.5,-6.8555635214,107.828008136
Kabupaten Sumedang,Situraja,Ambit,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.8452190671,108.0041212588
Kabupaten Sumedang,Situraja,Bangbayang,2026-01-27 13:00:00,24,77,Hujan Ringan,11.2,-6.9146320263,107.9842395045
Kabupaten Sumedang,Situraja,Cicarimanah,2026-01-27 13:00:00,26,81,Hujan Ringan,19.7,-6.8075923839,108.0619420108
Kabupaten Sumedang,Situraja,Cijati,2026-01-27 13:00:00,25,81,Hujan Ringan,11.2,-6.8563209376,108.0278736131
Kabupaten Sumedang,Situraja,Cijeler,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.8582785504,107.9989151004
Kabupaten Sumedang,Situraja,Cikadu,2026-01-27 13:00:00,25,80,Hujan Ringan,11.2,-6.8665756158,108.0127343148
Kabupaten Sumedang,Situraja,Jatimekar,2026-01-27 13:00:00,25,81,Hujan Ringan,11.2,-6.8451779514,108.0350781745
Kabupaten Sumedang,Situraja,Kaduwulung,2026-01-27 13:00:00,24,80,Hujan Ringan,11.2,-6.883394061,107.9967979962
Kabupaten Sumedang,Situraja,Karangheuleut,2026-01-27 13:00:00,24,80,Hujan Ringan,11.2,-6.8682588149,107.9927886552
Kabupaten Sumedang,Situraja,Malaka,2026-01-27 13:00:00,25,81,Hujan Ringan,18.2,-6.8244177438,108.0251558124
Kabupaten Sumedang,Situraja,Mekarmulya,2026-01-27 13:00:00,25,81,Hujan Ringan,11.2,-6.8525639917,108.0155176785
Kabupaten Sumedang,Situraja,Pamulihan,2026-01-27 13:00:00,26,81,Hujan Ringan,19.7,-6.8105235275,108.0409439181
Kabupaten Sumedang,Situraja,Situraja,2026-01-27 13:00:00,25,81,Hujan Ringan,11.2,-6.8431703324,108.0186237087
Kabupaten Sumedang,Situraja,Situraja Utara,2026-01-27 13:00:00,25,81,Hujan Ringan,18.2,-6.8352075922,108.0272435893
Kabupaten Sumedang,Situraja,Sukatali,2026-01-27 13:00:00,24,82,Hujan Ringan,18.2,-6.8357433094,107.9999431375
Kabupaten Sumedang,Sukasari,Banyuresmi,2026-01-27 13:00:00,24,76,Hujan Ringan,11.5,-6.8607469889,107.7655459307
Kabupaten Sumedang,Sukasari,Genteng,2026-01-27 13:00:00,24,76,Hujan Ringan,11.5,-6.8447178559,107.7676579573
Kabupaten Sumedang,Sukasari,Mekarsari,2026-01-27 13:00:00,25,67,Hujan Ringan,11.5,-6.8890531196,107.7810176005
Kabupaten Sumedang,Sukasari,Nanggerang,2026-01-27 13:00:00,24,71,Hujan Ringan,11.5,-6.8632937277,107.755720866
Kabupaten Sumedang,Sukasari,Sindangsari,2026-01-27 13:00:00,24,71,Hujan Ringan,11.5,-6.8861311395,107.7592854102
Kabupaten Sumedang,Sukasari,Sukarapih,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.8989413137,107.7924970454
Kabupaten Sumedang,Sukasari,Sukasari,2026-01-27 13:00:00,24,71,Hujan Ringan,11.5,-6.8789453419,107.7895246491
Kabupaten Sumedang,Sumedang Selatan,Baginda,2026-01-27 13:00:00,24,74,Hujan Ringan,10.4,-6.88880611,107.9327872071
Kabupaten Sumedang,Sumedang Selatan,Ciherang,2026-01-27 13:00:00,23,79,Hujan Ringan,10.4,-6.8597350881,107.8718864947
Kabupaten Sumedang,Sumedang Selatan,Cipameungpeuk,2026-01-27 13:00:00,24,77,Hujan Ringan,10.4,-6.8727786779,107.9269876714
Kabupaten Sumedang,Sumedang Selatan,Cipancar,2026-01-27 13:00:00,24,76,Hujan Ringan,11.2,-6.907871524,107.9394633304
Kabupaten Sumedang,Sumedang Selatan,Citengah,2026-01-27 13:00:00,24,75,Hujan Ringan,11.2,-6.9332802534,107.9503548833
Kabupaten Sumedang,Sumedang Selatan,Gunasari,2026-01-27 13:00:00,24,78,Hujan Ringan,11.2,-6.8799824423,107.9433601092
Kabupaten Sumedang,Sumedang Selatan,Kota Kulon,2026-01-27 13:00:00,24,80,Hujan Ringan,10.4,-6.8506665479,107.914508431
Kabupaten Sumedang,Sumedang Selatan,Margalaksana,2026-01-27 13:00:00,24,76,Hujan Ringan,10.4,-6.8849299223,107.8950170632
Kabupaten Sumedang,Sumedang Selatan,Margamekar,2026-01-27 13:00:00,24,74,Hujan Ringan,10.4,-6.9100659518,107.9147146442
Kabupaten Sumedang,Sumedang Selatan,Mekar Rahayu,2026-01-27 13:00:00,24,75,Hujan Ringan,10.4,-6.8838552678,107.8831204384
Kabupaten Sumedang,Sumedang Selatan,Pasanggrahan Baru,2026-01-27 13:00:00,24,76,Hujan Ringan,10.4,-6.8654142634,107.901658768
Kabupaten Sumedang,Sumedang Selatan,Regol Wetan,2026-01-27 13:00:00,24,80,Hujan Ringan,10.4,-6.8583580861,107.9209590461
Kabupaten Sumedang,Sumedang Selatan,Sukagalih,2026-01-27 13:00:00,24,77,Hujan Ringan,10.4,-6.8681356553,107.9336827542
Kabupaten Sumedang,Sumedang Selatan,Sukajaya,2026-01-27 13:00:00,24,72,Hujan Ringan,10.4,-6.9064145938,107.8996356278
Kabupaten Sumedang,Sumedang Utara,Girimukti,2026-01-27 13:00:00,23,80,Hujan Ringan,10.4,-6.8530325782,107.890485002
Kabupaten Sumedang,Sumedang Utara,Jatihurip,2026-01-27 13:00:00,23,83,Hujan Ringan,15.1,-6.8188755721,107.9232876205
Kabupaten Sumedang,Sumedang Utara,Jatimulya,2026-01-27 13:00:00,23,84,Hujan Ringan,15.1,-6.8174732553,107.9119098815
Kabupaten Sumedang,Sumedang Utara,Kebonjati,2026-01-27 13:00:00,23,83,Hujan Ringan,15.1,-6.8253579801,107.9347471863
Kabupaten Sumedang,Sumedang Utara,Kota Kaler,2026-01-27 13:00:00,24,80,Hujan Ringan,10.4,-6.8412925951,107.9297502907
Kabupaten Sumedang,Sumedang Utara,Margamukti,2026-01-27 13:00:00,23,84,Hujan Ringan,15.1,-6.8281743516,107.8967983507
Kabupaten Sumedang,Sumedang Utara,Mekarjaya,2026-01-27 13:00:00,23,84,Hujan Ringan,15.1,-6.8242429092,107.903930517
Kabupaten Sumedang,Sumedang Utara,Mulyasari,2026-01-27 13:00:00,23,80,Hujan Ringan,10.4,-6.8382204301,107.8917244877
Kabupaten Sumedang,Sumedang Utara,Padasuka,2026-01-27 13:00:00,23,80,Hujan Ringan,10.4,-6.8467403689,107.9027131743
Kabupaten Sumedang,Sumedang Utara,Rancamulya,2026-01-27 13:00:00,24,81,Hujan Ringan,11.2,-6.8482546215,107.9412483602
Kabupaten Sumedang,Sumedang Utara,Sirnamulya,2026-01-27 13:00:00,23,79,Hujan Ringan,10.4,-6.841168177,107.8765313516
Kabupaten Sumedang,Sumedang Utara,Situ,2026-01-27 13:00:00,23,83,Hujan Ringan,15.1,-6.8365178192,107.9215464609
Kabupaten Sumedang,Sumedang Utara,Talun,2026-01-27 13:00:00,24,80,Hujan Ringan,10.4,-6.8519152386,107.92831189
Kabupaten Sumedang,Surian,Nanjungwangi,2026-01-27 13:00:00,27,82,Hujan Ringan,17.3,-6.5997856155,107.8932758473
Kabupaten Sumedang,Surian,Pamekarsari,2026-01-27 13:00:00,25,86,Hujan Ringan,17.7,-6.674836814,107.8736304556
Kabupaten Sumedang,Surian,Ranggasari,2026-01-27 13:00:00,26,87,Hujan Ringan,17.7,-6.6653109894,107.8948603541
Kabupaten Sumedang,Surian,Suriamedal,2026-01-27 13:00:00,26,84,Hujan Ringan,17.3,-6.6178759132,107.859854297
Kabupaten Sumedang,Surian,Suriamukti,2026-01-27 13:00:00,25,86,Hujan Ringan,17.7,-6.6658938988,107.8543456053
Kabupaten Sumedang,Surian,Surian,2026-01-27 13:00:00,27,84,Hujan Ringan,17.3,-6.6354110019,107.8826003059
Kabupaten Sumedang,Surian,Tanjung,2026-01-27 13:00:00,27,83,Hujan Ringan,17.3,-6.597569752,107.8658162339
Kabupaten Sumedang,Surian,Wanajaya,2026-01-27 13:00:00,25,88,Hujan Ringan,17.7,-6.6876988172,107.9008576134
Kabupaten Sumedang,Surian,Wanasari,2026-01-27 13:00:00,26,87,Hujan Ringan,17.7,-6.6782810415,107.8882565883
Kabupaten Sumedang,Tanjungkerta,Awilega,2026-01-27 13:00:00,24,88,Hujan Ringan,17.7,-6.7290919838,107.9100352306
Kabupaten Sumedang,Tanjungkerta,Banyuasih,2026-01-27 13:00:00,23,88,Hujan Ringan,15.1,-6.7634723766,107.9119033877
Kabupaten Sumedang,Tanjungkerta,Boros,2026-01-27 13:00:00,25,87,Hujan Ringan,17.7,-6.7365679572,107.9254835407
Kabupaten Sumedang,Tanjungkerta,Cigentur,2026-01-27 13:00:00,23,88,Hujan Ringan,15.1,-6.7879858159,107.8894534211
Kabupaten Sumedang,Tanjungkerta,Cipanas,2026-01-27 13:00:00,23,88,Hujan Ringan,15.1,-6.7931977533,107.9037121575
Kabupaten Sumedang,Tanjungkerta,Gunturmekar,2026-01-27 13:00:00,23,88,Hujan Ringan,15.1,-6.8024270338,107.8903042591
Kabupaten Sumedang,Tanjungkerta,Kertaharja,2026-01-27 13:00:00,24,88,Hujan Ringan,17.7,-6.7324350941,107.8985116255
Kabupaten Sumedang,Tanjungkerta,Kertamekar,2026-01-27 13:00:00,24,88,Hujan Ringan,15.1,-6.7455095049,107.8949372901
Kabupaten Sumedang,Tanjungkerta,Mulyamekar,2026-01-27 13:00:00,24,88,Hujan Ringan,15.1,-6.7562370734,107.9080714759
Kabupaten Sumedang,Tanjungkerta,Sukamantri,2026-01-27 13:00:00,23,87,Hujan Ringan,15.1,-6.7629781253,107.8800057921
Kabupaten Sumedang,Tanjungkerta,Tanjungmekar,2026-01-27 13:00:00,23,88,Hujan Ringan,15.1,-6.7759066597,107.8893769207
Kabupaten Sumedang,Tanjungkerta,Tanjungmulya,2026-01-27 13:00:00,24,88,Hujan Ringan,15.1,-6.7462569688,107.9102556991
Kabupaten Sumedang,Tanjungmedar,Cikaramas,2026-01-27 13:00:00,24,87,Hujan Ringan,15.1,-6.7522960563,107.8429295881
Kabupaten Sumedang,Tanjungmedar,Jingkang,2026-01-27 13:00:00,24,87,Hujan Ringan,17.7,-6.699522784,107.8561265512
Kabupaten Sumedang,Tanjungmedar,Kamal,2026-01-27 13:00:00,24,88,Hujan Ringan,17.7,-6.7134536722,107.8875605891
Kabupaten Sumedang,Tanjungmedar,Kertamukti,2026-01-27 13:00:00,24,87,Hujan Ringan,15.1,-6.7386703309,107.8605158766
Kabupaten Sumedang,Tanjungmedar,Sukamukti,2026-01-27 13:00:00,24,87,Hujan Ringan,15.1,-6.7615561142,107.8590857784
Kabupaten Sumedang,Tanjungmedar,Sukatani,2026-01-27 13:00:00,24,87,Hujan Ringan,15.1,-6.7458191472,107.8813934969
Kabupaten Sumedang,Tanjungmedar,Tanjungmedar,2026-01-27 13:00:00,24,87,Hujan Ringan,17.7,-6.7180756271,107.844091999
Kabupaten Sumedang,Tanjungmedar,Tanjungwangi,2026-01-27 13:00:00,23,87,Hujan Ringan,15.1,-6.779483739,107.8685384008
Kabupaten Sumedang,Tanjungmedar,Wargaluyu,2026-01-27 13:00:00,23,87,Hujan Ringan,15.1,-6.782997372,107.8423864256
Kabupaten Sumedang,Tanjungsari,Cijambu,2026-01-27 13:00:00,23,81,Hujan Ringan,11.5,-6.8261156063,107.7903848942
Kabupaten Sumedang,Tanjungsari,Cinanjung,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9205316837,107.8029027401
Kabupaten Sumedang,Tanjungsari,Gudang,2026-01-27 13:00:00,24,71,Hujan Ringan,11.5,-6.8854872089,107.8075851944
Kabupaten Sumedang,Tanjungsari,Gunungmanik,2026-01-27 13:00:00,25,68,Hujan Ringan,11.5,-6.9069764096,107.8246097696
Kabupaten Sumedang,Tanjungsari,Jatisari,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9051563557,107.7990260037
Kabupaten Sumedang,Tanjungsari,Kadakajaya,2026-01-27 13:00:00,23,80,Hujan Ringan,11.5,-6.8371745962,107.7798632099
Kabupaten Sumedang,Tanjungsari,Kutamandiri,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.9123413571,107.7893411252
Kabupaten Sumedang,Tanjungsari,Margajaya,2026-01-27 12:00:00,26,62,Berawan,11.5,-6.9050814812,107.8126905223
Kabupaten Sumedang,Tanjungsari,Margaluyu,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.8906265809,107.7969577969
Kabupaten Sumedang,Tanjungsari,Pasigaran,2026-01-27 13:00:00,24,71,Hujan Ringan,11.5,-6.8744490129,107.8024149684
Kabupaten Sumedang,Tanjungsari,Raharja,2026-01-27 13:00:00,25,67,Hujan Ringan,11.5,-6.9221891507,107.8195976957
Kabupaten Sumedang,Tanjungsari,Tanjungsari,2026-01-27 13:00:00,25,66,Hujan Ringan,11.5,-6.904921313,107.803804273
Kabupaten Sumedang,Tomo,Bugel,2026-01-27 13:00:00,27,81,Hujan Ringan,19.7,-6.7816649979,108.073515995
Kabupaten Sumedang,Tomo,Cipeles,2026-01-27 13:00:00,27,79,Hujan Ringan,19.7,-6.8031497329,108.0999082588
Kabupaten Sumedang,Tomo,Darmawangi,2026-01-27 13:00:00,28,79,Hujan Ringan,18.3,-6.8075963895,108.1459961171
Kabupaten Sumedang,Tomo,Jembarwangi,2026-01-27 13:00:00,27,81,Hujan Ringan,18.3,-6.8260331568,108.1441729952
Kabupaten Sumedang,Tomo,Karyamukti,2026-01-27 13:00:00,27,80,Hujan Ringan,19.7,-6.78102891,108.1099728079
Kabupaten Sumedang,Tomo,Marongge,2026-01-27 13:00:00,28,79,Hujan Ringan,18.3,-6.790061293,108.151162414
Kabupaten Sumedang,Tomo,Mekarwangi,2026-01-27 13:00:00,27,80,Hujan Ringan,19.7,-6.8138591432,108.1278411379
Kabupaten Sumedang,Tomo,Tolengas,2026-01-27 13:00:00,28,80,Hujan Ringan,18.3,-6.7704031397,108.1510710394
Kabupaten Sumedang,Tomo,Tomo,2026-01-27 13:00:00,28,80,Hujan Ringan,19.7,-6.7653159577,108.1219079816
Kabupaten Sumedang,Ujungjaya,Cibuluh,2026-01-27 13:00:00,27,84,Hujan Ringan,21.2,-6.673094095,108.0566161015
Kabupaten Sumedang,Ujungjaya,Cipelang,2026-01-27 13:00:00,27,83,Hujan Ringan,21.2,-6.7333492563,108.0790787768
Kabupaten Sumedang,Ujungjaya,Keboncau,2026-01-27 13:00:00,28,81,Hujan Ringan,21.2,-6.7373793085,108.1298814164
Kabupaten Sumedang,Ujungjaya,Kudangwangi,2026-01-27 13:00:00,28,80,Hujan Ringan,19.7,-6.731831953,108.1485760792
Kabupaten Sumedang,Ujungjaya,Palabuan,2026-01-27 13:00:00,28,80,Hujan Ringan,19.7,-6.7488070285,108.125034423
Kabupaten Sumedang,Ujungjaya,Palasari,2026-01-27 13:00:00,28,82,Hujan Ringan,21.2,-6.7124854613,108.1233718669
Kabupaten Sumedang,Ujungjaya,Sakurjaya,2026-01-27 13:00:00,27,83,Hujan Ringan,21.2,-6.693715664,108.0909230359
Kabupaten Sumedang,Ujungjaya,Sukamulya,2026-01-27 13:00:00,28,80,Hujan Ringan,19.7,-6.7181907977,108.1385362286
Kabupaten Sumedang,Ujungjaya,Ujungjaya,2026-01-27 13:00:00,27,82,Hujan Ringan,21.2,-6.7277778552,108.1033104667
Kabupaten Sumedang,Wado,Cikareo Selatan,2026-01-27 13:00:00,23,89,Hujan Ringan,9.7,-6.9722627684,108.0978383488
Kabupaten Sumedang,Wado,Cikareo Utara,2026-01-27 13:00:00,24,87,Hujan Ringan,9.7,-6.9612292094,108.0934954584
Kabupaten Sumedang,Wado,Cilengkrang,2026-01-27 13:00:00,22,91,Hujan Ringan,9.7,-7.0101215765,108.1054129222
Kabupaten Sumedang,Wado,Cimungkal,2026-01-27 13:00:00,22,92,Hujan Ringan,12.9,-6.9973684024,108.1519622952
Kabupaten Sumedang,Wado,Cisurat,2026-01-27 13:00:00,24,85,Hujan Ringan,9.7,-6.9419959609,108.0794181069
Kabupaten Sumedang,Wado,Ganjarresik,2026-01-27 13:00:00,22,92,Hujan Ringan,9.7,-6.9928051364,108.1342325515
Kabupaten Sumedang,Wado,Mulyajaya,2026-01-27 13:00:00,23,90,Hujan Ringan,9.7,-6.9673302568,108.1126524386
Kabupaten Sumedang,Wado,Sukajadi,2026-01-27 13:00:00,22,91,Hujan Ringan,9.7,-6.9952987875,108.111020965
