Kota,Kecamatan,Kelurahan,Waktu Prakiraan,Suhu (°C),Kelembapan (%),Kondisi Cuaca,Kecepatan Angin (km/jam),Latitude,Longitude
Kabupaten Cianjur,Pagelarang,Pangadegan,2026-01-27 11:00:00,27,58,Berawan,12.4,-7.1590135258,107.1596419999
Kabupaten Cianjur,Pagelarang,Pasirbaru,2026-01-27 11:00:00,27,58,Berawan,12.4,-7.1559316266,107.1401749377
Kabupaten Cianjur,Pagelarang,Selagedang,2026-01-27 11:00:00,28,56,Berawan,14.3,-7.1784141009,107.1082165669
Kabupaten Cianjur,Pagelarang,Sindangkerta,2026-01-27 11:00:00,27,55,Berawan,12.4,-7.1825774518,107.13782183
Kabupaten Cianjur,Pagelarang,Situhiang,2026-01-27 11:00:00,25,61,Berawan,10.9,-7.120598895,107.2125282794
Kabupaten Cianjur,Pagelarang,Sukamaju,2026-01-27 11:00:00,30,52,Berawan,14.3,-7.216653725,107.0940690287
Kabupaten Cianjur,Pasirkuda,Girijaya,2026-01-27 11:00:00,29,50,Berawan,10.8,-7.261609177,107.1815709041
Kabupaten Cianjur,Pasirkuda,Girimukti,2026-01-27 11:00:00,26,55,Berawan,12.0,-7.2095673163,107.2443557323
Kabupaten Cianjur,Pasirkuda,Kalibaru,2026-01-27 11:00:00,28,52,Berawan,12.4,-7.2210702291,107.1881740543
Kabupaten Cianjur,Pasirkuda,Karangjaya,2026-01-27 11:00:00,25,58,Berawan,12.0,-7.1671159252,107.2630654795
Kabupaten Cianjur,Pasirkuda,Kubang,2026-01-27 11:00:00,29,51,Berawan,10.8,-7.2384627772,107.1602548741
Kabupaten Cianjur,Pasirkuda,Mekarmulya,2026-01-27 11:00:00,29,52,Berawan,12.4,-7.2265217457,107.1551785947
Kabupaten Cianjur,Pasirkuda,Padamulya,2026-01-27 11:00:00,28,52,Berawan,12.4,-7.2317824264,107.2084673075
Kabupaten Cianjur,Pasirkuda,Pusakajaya,2026-01-27 11:00:00,27,53,Berawan,12.4,-7.1990727543,107.2084204022
Kabupaten Cianjur,Pasirkuda,Simpang,2026-01-27 11:00:00,28,53,Berawan,12.4,-7.2041476515,107.1809302353
Kabupaten Cianjur,Sindangbarang,Girimukti,2026-01-27 11:00:00,31,54,Berawan,11.8,-7.3956030712,107.1669660276
Kabupaten Cianjur,Sindangbarang,Hegarsari,2026-01-27 11:00:00,29,71,Berawan,20.6,-7.4408496737,107.0176941093
Kabupaten Cianjur,Sindangbarang,Jatisari,2026-01-27 11:00:00,31,61,Berawan,11.7,-7.4104818266,107.021867856
Kabupaten Cianjur,Sindangbarang,Jayagiri,2026-01-27 11:00:00,30,66,Berawan,15.0,-7.4604152411,107.1942540013
Kabupaten Cianjur,Sindangbarang,Kertamukti,2026-01-27 11:00:00,29,70,Berawan,21.5,-7.4396388974,107.0536563107
Kabupaten Cianjur,Sindangbarang,Kertasari,2026-01-27 11:00:00,30,64,Berawan,13.8,-7.4165498309,107.0670955529
Kabupaten Cianjur,Sindangbarang,Mekarlaksana,2026-01-27 11:00:00,30,67,Berawan,15.0,-7.4539688305,107.1674556375
Kabupaten Cianjur,Sindangbarang,Muaracikadu,2026-01-27 11:00:00,30,61,Berawan,11.8,-7.422282738,107.1801639944
Kabupaten Cianjur,Sindangbarang,Saganten,2026-01-27 11:00:00,30,67,Berawan,15.0,-7.4510380635,107.1459054882
Kabupaten Cianjur,Sindangbarang,Sirnagalih,2026-01-27 11:00:00,30,62,Berawan,13.8,-7.4287458407,107.1261543076
Kabupaten Cianjur,Sindangbarang,Talagasari,2026-01-27 10:00:00,31,60,Berawan,8.1,-7.4459927369,107.0895539493
Kabupaten Cianjur,Sukaluyu,Babakansari,2026-01-27 11:00:00,28,65,Berawan,13.1,-6.8371572503,107.2126946499
Kabupaten Cianjur,Sukaluyu,Hegarmanah,2026-01-27 11:00:00,28,65,Berawan,17.4,-6.8037486384,107.2422752565
Kabupaten Cianjur,Sukaluyu,Mekarjaya,2026-01-27 11:00:00,27,68,Berawan,11.4,-6.869722183,107.1859504831
Kabupaten Cianjur,Sukaluyu,Panyusuhan,2026-01-27 11:00:00,27,66,Berawan,11.4,-6.8711295394,107.2026871022
Kabupaten Cianjur,Sukaluyu,Selajambe,2026-01-27 11:00:00,28,63,Berawan,13.1,-6.8085891012,107.2203806665
Kabupaten Cianjur,Sukaluyu,Sindangraja,2026-01-27 11:00:00,28,65,Berawan,17.4,-6.7788063464,107.2461121678
Kabupaten Cianjur,Sukaluyu,Sukaluyu,2026-01-27 11:00:00,28,65,Berawan,11.4,-6.8569572539,107.2105504532
Kabupaten Cianjur,Sukaluyu,Sukamulya,2026-01-27 11:00:00,28,66,Berawan,11.4,-6.8411888167,107.2295209497
Kabupaten Cianjur,Sukaluyu,Sukasirna,2026-01-27 11:00:00,28,63,Berawan,13.1,-6.7965076185,107.231524195
Kabupaten Cianjur,Sukaluyu,Tanjungsari,2026-01-27 11:00:00,28,65,Berawan,13.1,-6.8225519343,107.2148518524
Kabupaten Cianjur,Sukanagara,Ciguha,2026-01-27 11:00:00,27,60,Berawan,11.5,-7.1150344664,107.053426529
Kabupaten Cianjur,Sukanagara,Gunungsari,2026-01-27 10:00:00,26,64,Berawan,12.6,-7.1021299415,107.0849733104
Kabupaten Cianjur,Sukanagara,Jayagiri,2026-01-27 11:00:00,27,59,Berawan,16.5,-7.1276840948,107.0316607101
Kabupaten Cianjur,Sukanagara,Sindangsari,2026-01-27 11:00:00,26,64,Berawan,11.5,-7.0676360753,107.0377524638
Kabupaten Cianjur,Sukanagara,Sukajembar,2026-01-27 11:00:00,26,66,Berawan,11.5,-7.0595555721,107.0616530334
Kabupaten Cianjur,Sukanagara,Sukakarya,2026-01-27 11:00:00,28,58,Berawan,14.3,-7.1490187627,107.0823214654
Kabupaten Cianjur,Sukanagara,Sukalaksana,2026-01-27 11:00:00,26,61,Berawan,11.5,-7.1130735365,107.1372725177
Kabupaten Cianjur,Sukanagara,Sukamekar,2026-01-27 11:00:00,25,66,Berawan,11.5,-7.0694607962,107.1326404667
Kabupaten Cianjur,Sukanagara,Sukanagara,2026-01-27 11:00:00,26,63,Berawan,11.5,-7.0922726377,107.1259988125
Kabupaten Cianjur,Sukanagara,Sukarame,2026-01-27 11:00:00,27,58,Berawan,14.3,-7.1378987209,107.1171870417
Kabupaten Cianjur,Sukaresmi,Cibadak,2026-01-27 11:00:00,25,70,Berawan,14.4,-6.7052614314,107.0630827341
Kabupaten Cianjur,Sukaresmi,Cibanteng,2026-01-27 11:00:00,25,70,Berawan,14.4,-6.6816318256,107.0830268952
Kabupaten Cianjur,Sukaresmi,Cikancana,2026-01-27 11:00:00,26,67,Berawan,17.4,-6.7085500724,107.1394456712
Kabupaten Cianjur,Sukaresmi,Cikanyere,2026-01-27 11:00:00,26,67,Berawan,4.1,-6.7386723131,107.0951612388
Kabupaten Cianjur,Sukaresmi,Ciwalen,2026-01-27 11:00:00,25,70,Berawan,14.4,-6.7103535946,107.0842053085
Kabupaten Cianjur,Sukaresmi,Kawungluwuk,2026-01-27 11:00:00,25,69,Berawan,14.4,-6.7234163353,107.0798469996
Kabupaten Cianjur,Sukaresmi,Kubang,2026-01-27 11:00:00,25,68,Berawan,14.4,-6.6877373214,107.1081572673
Kabupaten Cianjur,Sukaresmi,Pakuon,2026-01-27 11:00:00,25,68,Berawan,4.1,-6.750243925,107.0763930387
Kabupaten Cianjur,Sukaresmi,Rawabelut,2026-01-27 11:00:00,24,72,Berawan,14.4,-6.6763855424,107.0596657727
Kabupaten Cianjur,Sukaresmi,Sukamahi,2026-01-27 11:00:00,26,68,Berawan,14.4,-6.6880983802,107.1274633029
Kabupaten Cianjur,Sukaresmi,Sukaresmi,2026-01-27 11:00:00,26,67,Berawan,14.4,-6.7319838033,107.127005416
Kabupaten Cianjur,Takokak,Bungbangsari,2026-01-27 11:00:00,27,61,Berawan,16.5,-7.0746003951,106.9834566161
Kabupaten Cianjur,Takokak,Cisujen,2026-01-27 11:00:00,26,61,Berawan,16.5,-7.098191543,107.0186981657
Kabupaten Cianjur,Takokak,Hegarmanah,2026-01-27 11:00:00,26,63,Berawan,10.9,-7.0337187003,106.9787205406
Kabupaten Cianjur,Takokak,Pasawahan,2026-01-27 11:00:00,26,63,Berawan,16.5,-7.0526668994,107.0072631584
Kabupaten Cianjur,Takokak,Simpang,2026-01-27 11:00:00,27,58,Berawan,16.5,-7.1361701305,107.0047018871
Kabupaten Cianjur,Takokak,Sindanghayu,2026-01-27 11:00:00,27,58,Berawan,16.5,-7.122571206,106.9630188108
Kabupaten Cianjur,Takokak,Sindangresmi,2026-01-27 11:00:00,27,60,Berawan,16.5,-7.0878740338,106.9633204213
Kabupaten Cianjur,Takokak,Sukagalih,2026-01-27 11:00:00,28,56,Berawan,18.2,-7.1619873216,106.9824596451
Kabupaten Cianjur,Takokak,Waringinsari,2026-01-27 11:00:00,29,53,Berawan,18.2,-7.1944664009,106.9838858617
Kabupaten Cianjur,Tanggeung,Bojongpetir,2026-01-27 11:00:00,29,52,Berawan,14.3,-7.2301612725,107.1171850446
Kabupaten Cianjur,Tanggeung,Cilongsong,2026-01-27 11:00:00,30,51,Berawan,11.6,-7.2538145034,107.1321344477
Kabupaten Cianjur,Tanggeung,Karangtengah,2026-01-27 11:00:00,31,49,Berawan,11.6,-7.2723133481,107.081891714
Kabupaten Cianjur,Tanggeung,Kertajaya,2026-01-27 11:00:00,30,49,Berawan,11.6,-7.283669134,107.1337347015
Kabupaten Cianjur,Tanggeung,Margaluyu,2026-01-27 11:00:00,30,51,Berawan,11.6,-7.2624432571,107.108704671
Kabupaten Cianjur,Tanggeung,Padaluyu,2026-01-27 11:00:00,29,52,Berawan,14.3,-7.2334556083,107.1345182261
Kabupaten Cianjur,Tanggeung,Pagermaneuh,2026-01-27 11:00:00,30,51,Berawan,11.6,-7.2455182637,107.090097065
Kabupaten Cianjur,Tanggeung,Pasirjambu,2026-01-27 11:00:00,29,50,Berawan,10.8,-7.2509393854,107.1633619707
Kabupaten Cianjur,Tanggeung,Rawagede,2026-01-27 11:00:00,31,50,Berawan,11.6,-7.2729466458,107.0927994125
Kabupaten Cianjur,Tanggeung,Sirnajaya,2026-01-27 11:00:00,30,49,Berawan,10.8,-7.2752456011,107.1498123888
Kabupaten Cianjur,Tanggeung,Sukajaya,2026-01-27 11:00:00,31,50,Berawan,11.6,-7.2800765974,107.1067555647
Kabupaten Cianjur,Tanggeung,Tanggeung,2026-01-27 11:00:00,30,49,Berawan,11.6,-7.2715706096,107.121402728
Kabupaten Cianjur,Warungkondang,Bunikasih,2026-01-27 11:00:00,24,67,Berawan,4.8,-6.8253231716,107.0371099952
Kabupaten Cianjur,Warungkondang,Bunisari,2026-01-27 11:00:00,25,69,Berawan,7.5,-6.8595626998,107.0829973464
Kabupaten Cianjur,Warungkondang,Cieundeur,2026-01-27 11:00:00,26,72,Berawan,7.5,-6.8716583358,107.1111900722
Kabupaten Cianjur,Warungkondang,Cikaroya,2026-01-27 11:00:00,26,72,Berawan,7.5,-6.8767953441,107.1021439749
Kabupaten Cianjur,Warungkondang,Cisarandi,2026-01-27 11:00:00,26,74,Berawan,7.5,-6.8953053121,107.096925967
Kabupaten Cianjur,Warungkondang,Ciwalen,2026-01-27 11:00:00,26,70,Berawan,7.5,-6.8577580315,107.0985900813
Kabupaten Cianjur,Warungkondang,Jambudipa,2026-01-27 11:00:00,25,71,Berawan,7.5,-6.8688451479,107.0854527145
Kabupaten Cianjur,Warungkondang,Mekarwangi,2026-01-27 11:00:00,25,69,Berawan,7.5,-6.8465980952,107.045284339
Kabupaten Cianjur,Warungkondang,Sukamulya,2026-01-27 11:00:00,26,74,Berawan,7.5,-6.8996446351,107.1067715464
Kabupaten Cianjur,Warungkondang,Sukawangi,2026-01-27 11:00:00,26,70,Berawan,7.5,-6.8467380333,107.0920843321
Kabupaten Cianjur,Warungkondang,Tegallega,2026-01-27 11:00:00,24,67,Berawan,4.8,-6.8281657806,107.028091217
Kabupaten Cirebon,Arjawinangun,Arjawinangun,2026-01-27 11:00:00,29,73,Hujan Ringan,19.8,-6.6400195673,108.4056768484
Kabupaten Cirebon,Arjawinangun,Bulak,2026-01-27 11:00:00,30,72,Hujan Ringan,19.8,-6.660697146,108.4367958925
Kabupaten Cirebon,Arjawinangun,Geyongan,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6679650433,108.4077639437
Kabupaten Cirebon,Arjawinangun,Jungjang,2026-01-27 11:00:00,30,72,Hujan Ringan,19.8,-6.6474077902,108.4170810557
Kabupaten Cirebon,Arjawinangun,Jungjang Wetan,2026-01-27 11:00:00,30,72,Hujan Ringan,19.8,-6.6477449218,108.4296723811
Kabupaten Cirebon,Arjawinangun,Karangsambung,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.6052527833,108.3918018797
Kabupaten Cirebon,Arjawinangun,Kebonturi,2026-01-27 11:00:00,30,72,Hujan Ringan,19.8,-6.6595847047,108.412933528
Kabupaten Cirebon,Arjawinangun,Rawagatel,2026-01-27 11:00:00,29,74,Hujan Ringan,21.5,-6.6181638297,108.3806119533
Kabupaten Cirebon,Arjawinangun,Sende,2026-01-27 11:00:00,30,72,Hujan Ringan,19.8,-6.661816277,108.4267846745
Kabupaten Cirebon,Arjawinangun,Tegalgubug,2026-01-27 11:00:00,29,73,Hujan Ringan,21.5,-6.6301274263,108.392972052
Kabupaten Cirebon,Arjawinangun,Tegalgubug Lor,2026-01-27 11:00:00,29,73,Hujan Ringan,21.5,-6.6201173576,108.3945464204
Kabupaten Cirebon,Astanajapura,Astanajapura,2026-01-27 11:00:00,29,70,Hujan Ringan,26.7,-6.7938826963,108.6318134649
Kabupaten Cirebon,Astanajapura,Buntet,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8009610502,108.6072585126
Kabupaten Cirebon,Astanajapura,Japura Kidul,2026-01-27 11:00:00,29,69,Hujan Ringan,29.8,-6.8151919583,108.6458750993
Kabupaten Cirebon,Astanajapura,Japurabakti,2026-01-27 11:00:00,29,69,Hujan Ringan,29.8,-6.8144734019,108.6415043497
Kabupaten Cirebon,Astanajapura,Kanci,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7850439155,108.6219795762
Kabupaten Cirebon,Astanajapura,Kanci Kulon,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7782848057,108.615589
Kabupaten Cirebon,Astanajapura,Kendal,2026-01-27 11:00:00,29,70,Hujan Ringan,26.7,-6.8090338805,108.6257012625
Kabupaten Cirebon,Astanajapura,Mertapada Kulon,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8227499318,108.6283375793
Kabupaten Cirebon,Astanajapura,Mertapada Wetan,2026-01-27 11:00:00,29,70,Hujan Ringan,26.7,-6.8091394575,108.6213199227
Kabupaten Cirebon,Astanajapura,Munjul,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8131753876,108.6002944554
Kabupaten Cirebon,Astanajapura,Sidamulya,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8170229116,108.6138258744
Kabupaten Cirebon,Babakan,Babakan,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8568670211,108.7078667807
Kabupaten Cirebon,Babakan,Babakan Gebang,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.867826217,108.7178200691
Kabupaten Cirebon,Babakan,Bojonggebang,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.879583018,108.7154459952
Kabupaten Cirebon,Babakan,Cangkuang,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8774824528,108.6948305129
Kabupaten Cirebon,Babakan,Gembongan,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8600117944,108.7056685329
Kabupaten Cirebon,Babakan,Gembongan Mekar,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8587051661,108.6961884877
Kabupaten Cirebon,Babakan,Karangwangun,2026-01-27 11:00:00,29,69,Hujan Ringan,22.0,-6.8509949143,108.7268617487
Kabupaten Cirebon,Babakan,Kudukeras,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8642364935,108.7352167114
Kabupaten Cirebon,Babakan,Kudumulya,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.868316198,108.732347786
Kabupaten Cirebon,Babakan,Pakusamben,2026-01-27 11:00:00,29,69,Hujan Ringan,22.0,-6.8574656987,108.7322755003
Kabupaten Cirebon,Babakan,Serang Kulon,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8667138725,108.6958567015
Kabupaten Cirebon,Babakan,Serang Wetan,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8703130665,108.6972119133
Kabupaten Cirebon,Babakan,Sumber Kidul,2026-01-27 11:00:00,30,68,Hujan Ringan,23.9,-6.8709265734,108.7394272728
Kabupaten Cirebon,Babakan,Sumber Lor,2026-01-27 11:00:00,30,68,Hujan Ringan,23.9,-6.866039828,108.7402838695
Kabupaten Cirebon,Beber,Beber,2026-01-27 11:00:00,28,71,Hujan Ringan,21.1,-6.8161881293,108.5200148995
Kabupaten Cirebon,Beber,Ciawigajah,2026-01-27 11:00:00,28,71,Hujan Ringan,9.9,-6.8612576445,108.5338738152
Kabupaten Cirebon,Beber,Cikancas,2026-01-27 11:00:00,28,71,Hujan Ringan,9.9,-6.837542243,108.5332552577
Kabupaten Cirebon,Beber,Cipinang,2026-01-27 11:00:00,28,71,Hujan Ringan,21.1,-6.8218733717,108.5130877607
Kabupaten Cirebon,Beber,Halimpu,2026-01-27 11:00:00,28,71,Hujan Ringan,21.1,-6.8361155397,108.5154384673
Kabupaten Cirebon,Beber,Kondangsari,2026-01-27 11:00:00,28,72,Hujan Ringan,21.1,-6.7967968748,108.5295763659
Kabupaten Cirebon,Beber,Patapan,2026-01-27 11:00:00,28,72,Hujan Ringan,21.1,-6.7888563238,108.5194589037
Kabupaten Cirebon,Beber,Sindanghayu,2026-01-27 11:00:00,28,71,Hujan Ringan,9.9,-6.8522349249,108.529086808
Kabupaten Cirebon,Beber,Sindangkasih,2026-01-27 11:00:00,28,71,Hujan Ringan,9.9,-6.849324324,108.5202311821
Kabupaten Cirebon,Beber,Wanayasa,2026-01-27 11:00:00,28,71,Hujan Ringan,9.9,-6.8501960333,108.5128939526
Kabupaten Cirebon,Ciledug,Bojongnegara,2026-01-27 11:00:00,30,67,Hujan Ringan,23.9,-6.8906879641,108.7580701328
Kabupaten Cirebon,Ciledug,Ciledug Kulon,2026-01-27 11:00:00,30,67,Hujan Ringan,23.9,-6.8997766301,108.7482264434
Kabupaten Cirebon,Ciledug,Ciledug Lor,2026-01-27 11:00:00,30,67,Hujan Ringan,23.9,-6.9013326667,108.7569779232
Kabupaten Cirebon,Ciledug,Ciledug Tengah,2026-01-27 11:00:00,30,67,Hujan Ringan,23.9,-6.8987942451,108.7487997402
Kabupaten Cirebon,Ciledug,Ciledug Wetan,2026-01-27 11:00:00,30,69,Hujan Ringan,23.9,-6.9165573911,108.7534315844
Kabupaten Cirebon,Ciledug,Damarguna,2026-01-27 11:00:00,30,67,Hujan Ringan,23.9,-6.8981863554,108.7423052766
Kabupaten Cirebon,Ciledug,Jatiseeng,2026-01-27 11:00:00,30,67,Hujan Ringan,23.9,-6.9065725072,108.7399178703
Kabupaten Cirebon,Ciledug,Jatiseeng Kidul,2026-01-27 11:00:00,30,69,Hujan Ringan,22.0,-6.9134652486,108.7351196724
Kabupaten Cirebon,Ciledug,Leuweunggajah,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.8924874499,108.7363956268
Kabupaten Cirebon,Ciledug,Tenjomaya,2026-01-27 11:00:00,30,68,Hujan Ringan,23.9,-6.8859195042,108.7430976737
Kabupaten Cirebon,Ciwaringin,Babakan,2026-01-27 11:00:00,29,75,Hujan Ringan,19.8,-6.6875778764,108.3700075697
Kabupaten Cirebon,Ciwaringin,Bringin,2026-01-27 11:00:00,29,73,Hujan Ringan,19.8,-6.6619542041,108.3982782472
Kabupaten Cirebon,Ciwaringin,Budur,2026-01-27 11:00:00,29,75,Hujan Ringan,19.8,-6.6800733743,108.3557667486
Kabupaten Cirebon,Ciwaringin,Ciwaringin,2026-01-27 11:00:00,29,75,Hujan Ringan,19.8,-6.6941127651,108.3805041583
Kabupaten Cirebon,Ciwaringin,Galagamba,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6813519081,108.392131719
Kabupaten Cirebon,Ciwaringin,Gintung Kidul,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6665677498,108.3829044349
Kabupaten Cirebon,Ciwaringin,Gintung Tengah,2026-01-27 11:00:00,29,73,Hujan Ringan,19.8,-6.6558428095,108.3915887161
Kabupaten Cirebon,Ciwaringin,Gintungranjeng,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6800326641,108.3790799471
Kabupaten Cirebon,Depok,Cikeduk,2026-01-27 11:00:00,28,75,Hujan Ringan,17.6,-6.7559135815,108.4355282067
Kabupaten Cirebon,Depok,Depok,2026-01-27 11:00:00,28,75,Hujan Ringan,19.8,-6.7304671971,108.4374755481
Kabupaten Cirebon,Depok,Getasan,2026-01-27 11:00:00,28,74,Hujan Ringan,21.1,-6.7413543868,108.4533663263
Kabupaten Cirebon,Depok,Karangwangi,2026-01-27 11:00:00,28,74,Hujan Ringan,21.1,-6.7494595205,108.4509165851
Kabupaten Cirebon,Depok,Kasugengan Kidul,2026-01-27 11:00:00,29,74,Hujan Ringan,20.5,-6.717798676,108.4500887389
Kabupaten Cirebon,Depok,Kasugengan Lor,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.707986635,108.4585880077
Kabupaten Cirebon,Depok,Keduanan,2026-01-27 11:00:00,29,74,Hujan Ringan,20.5,-6.7264608342,108.4546212357
Kabupaten Cirebon,Depok,Kejuden,2026-01-27 11:00:00,28,74,Hujan Ringan,21.1,-6.7375046013,108.4597871562
Kabupaten Cirebon,Depok,Warugede,2026-01-27 11:00:00,28,75,Hujan Ringan,17.6,-6.7508804459,108.4263846372
Kabupaten Cirebon,Depok,Warujaya,2026-01-27 11:00:00,28,75,Hujan Ringan,17.6,-6.7411401231,108.4321472346
Kabupaten Cirebon,Depok,Warukawung,2026-01-27 11:00:00,28,74,Hujan Ringan,21.1,-6.7416149055,108.4412885292
Kabupaten Cirebon,Depok,Waruroyom,2026-01-27 11:00:00,29,74,Hujan Ringan,20.5,-6.7316525593,108.4453121189
Kabupaten Cirebon,Dukupuntang,Balad,2026-01-27 11:00:00,27,76,Hujan Ringan,17.6,-6.7627902961,108.4212242083
Kabupaten Cirebon,Dukupuntang,Bobos,2026-01-27 11:00:00,26,78,Hujan Ringan,17.6,-6.7810601944,108.4026130199
Kabupaten Cirebon,Dukupuntang,Cangkoak,2026-01-27 11:00:00,27,76,Hujan Ringan,17.6,-6.7649739436,108.4309372555
Kabupaten Cirebon,Dukupuntang,Cikalahang,2026-01-27 11:00:00,26,78,Hujan Ringan,17.6,-6.7820932062,108.410460215
Kabupaten Cirebon,Dukupuntang,Cipanas,2026-01-27 11:00:00,27,77,Hujan Ringan,17.6,-6.7548312965,108.3819113137
Kabupaten Cirebon,Dukupuntang,Cisaat,2026-01-27 11:00:00,27,75,Hujan Ringan,21.1,-6.7755981979,108.444176716
Kabupaten Cirebon,Dukupuntang,Dukupuntang,2026-01-27 11:00:00,27,76,Hujan Ringan,17.6,-6.7664279223,108.4160947724
Kabupaten Cirebon,Dukupuntang,Girinata,2026-01-27 11:00:00,27,77,Hujan Ringan,17.6,-6.7545168855,108.4073969625
Kabupaten Cirebon,Dukupuntang,Kedongdong Kidul,2026-01-27 11:00:00,27,77,Hujan Ringan,17.6,-6.7429630502,108.3929267729
Kabupaten Cirebon,Dukupuntang,Kepunduan,2026-01-27 11:00:00,28,75,Hujan Ringan,17.6,-6.7528890032,108.4242774466
Kabupaten Cirebon,Dukupuntang,Mandala,2026-01-27 11:00:00,27,76,Hujan Ringan,17.6,-6.7782151426,108.4270232852
Kabupaten Cirebon,Dukupuntang,Sindangjawa,2026-01-27 11:00:00,27,75,Hujan Ringan,21.1,-6.7642161486,108.4519269143
Kabupaten Cirebon,Dukupuntang,Sindangmekar,2026-01-27 11:00:00,28,74,Hujan Ringan,21.1,-6.75903336,108.4431230581
Kabupaten Cirebon,Gebang,Dompyong Kulon,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8490966218,108.7006539459
Kabupaten Cirebon,Gebang,Dompyong Wetan,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8468614232,108.7094531367
Kabupaten Cirebon,Gebang,Gagasari,2026-01-27 11:00:00,29,70,Hujan Ringan,29.8,-6.8298784689,108.7053155286
Kabupaten Cirebon,Gebang,Gebang,2026-01-27 11:00:00,29,69,Hujan Ringan,22.0,-6.842259253,108.7336458826
Kabupaten Cirebon,Gebang,Gebang Ilir,2026-01-27 11:00:00,29,71,Berawan,26.3,-6.8239162786,108.7408331481
Kabupaten Cirebon,Gebang,Gebang Kulon,2026-01-27 11:00:00,29,71,Hujan Ringan,29.8,-6.8229176092,108.7175814599
Kabupaten Cirebon,Gebang,Gebang Mekar,2026-01-27 11:00:00,29,71,Hujan Ringan,29.8,-6.8188996779,108.7363804163
Kabupaten Cirebon,Gebang,Gebang Udik,2026-01-27 11:00:00,29,71,Hujan Ringan,29.8,-6.8350813732,108.7364197064
Kabupaten Cirebon,Gebang,Kalimaro,2026-01-27 11:00:00,29,70,Hujan Ringan,29.8,-6.837161657,108.7091087089
Kabupaten Cirebon,Gebang,Kalimekar,2026-01-27 11:00:00,29,69,Hujan Ringan,22.0,-6.8431616068,108.717695646
Kabupaten Cirebon,Gebang,Kalipasung,2026-01-27 11:00:00,29,70,Hujan Ringan,29.8,-6.8167545473,108.7055019807
Kabupaten Cirebon,Gebang,Melakasari,2026-01-27 11:00:00,29,72,Berawan,26.3,-6.8229739361,108.774569129
Kabupaten Cirebon,Gebang,Playangan,2026-01-27 11:00:00,29,71,Berawan,26.3,-6.8223870907,108.759881519
Kabupaten Cirebon,Gegesik,Bayalangu Kidul,2026-01-27 11:00:00,30,71,Hujan Ringan,21.5,-6.6255460019,108.4220216555
Kabupaten Cirebon,Gegesik,Bayalangu Lor,2026-01-27 11:00:00,30,69,Hujan Ringan,20.0,-6.6092340277,108.4375007819
Kabupaten Cirebon,Gegesik,Gegesik Kidul,2026-01-27 11:00:00,30,71,Hujan Ringan,21.5,-6.5886635783,108.4143362061
Kabupaten Cirebon,Gegesik,Gegesik Kulon,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.5786535876,108.4290075397
Kabupaten Cirebon,Gegesik,Gegesik Lor,2026-01-27 11:00:00,30,71,Hujan Ringan,21.5,-6.5966020822,108.4341437308
Kabupaten Cirebon,Gegesik,Gegesik Wetan,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.5803741285,108.4214903946
Kabupaten Cirebon,Gegesik,Jagapura Kidul,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.5547192281,108.4209476628
Kabupaten Cirebon,Gegesik,Jagapura Kulon,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.5401211314,108.4160277586
Kabupaten Cirebon,Gegesik,Jagapura Lor,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.5311998045,108.4324412227
Kabupaten Cirebon,Gegesik,Jagapura Wetan,2026-01-27 11:00:00,29,71,Hujan Ringan,20.0,-6.5554292606,108.4376780727
Kabupaten Cirebon,Gegesik,Kedungdalem,2026-01-27 11:00:00,30,70,Hujan Ringan,20.0,-6.5838727188,108.452073614
