Kode,Kelurahan,Kecamatan,Kabupaten/Kota
32.09.31.2010,Kejuden,Depok,Kabupaten Cirebon
32.09.31.2004,Warugede,Depok,Kabupaten Cirebon
32.09.31.2002,Warujaya,Depok,Kabupaten Cirebon
32.09.31.2003,Warukawung,Depok,Kabupaten Cirebon
32.09.31.2005,Waruroyom,Depok,Kabupaten Cirebon
32.09.16.2005,Balad,Dukupuntang,Kabupaten Cirebon
32.09.16.2001,Bobos,Dukupuntang,Kabupaten Cirebon
32.09.16.2006,Cangkoak,Dukupuntang,Kabupaten Cirebon
32.09.16.2002,Cikalahang,Dukupuntang,Kabupaten Cirebon
32.09.16.2012,Cipanas,Dukupuntang,Kabupaten Cirebon
32.09.16.2007,Cisaat,Dukupuntang,Kabupaten Cirebon
32.09.16.2004,Dukupuntang,Dukupuntang,Kabupaten Cirebon
32.09.16.2011,Girinata,Dukupuntang,Kabupaten Cirebon
32.09.16.2013,Kedongdong Kidul,Dukupuntang,Kabupaten Cirebon
32.09.16.2010,Kepunduan,Dukupuntang,Kabupaten Cirebon
32.09.16.2003,Mandala,Dukupuntang,Kabupaten Cirebon
32.09.16.2009,Sindangjawa,Dukupuntang,Kabupaten Cirebon
32.09.16.2008,Sindangmekar,Dukupuntang,Kabupaten Cirebon
32.09.30.2001,Dompyong Kulon,Gebang,Kabupaten Cirebon
32.09.30.2002,Dompyong Wetan,Gebang,Kabupaten Cirebon
32.09.30.2005,Gagasari,Gebang,Kabupaten Cirebon
32.09.30.2008,Gebang,Gebang,Kabupaten Cirebon
32.09.30.2009,Gebang Ilir,Gebang,Kabupaten Cirebon
32.09.30.2007,Gebang Kulon,Gebang,Kabupaten Cirebon
32.09.30.2011,Gebang Mekar,Gebang,Kabupaten Cirebon
32.09.30.2010,Gebang Udik,Gebang,Kabupaten Cirebon
32.09.30.2004,Kalimaro,Gebang,Kabupaten Cirebon
32.09.30.2003,Kalimekar,Gebang,Kabupaten Cirebon
32.09.30.2006,Kalipasung,Gebang,Kabupaten Cirebon
32.09.30.2013,Melakasari,Gebang,Kabupaten Cirebon
32.09.30.2012,Playangan,Gebang,Kabupaten Cirebon
32.09.28.2014,Bayalangu Kidul,Gegesik,Kabupaten Cirebon
32.09.28.2013,Bayalangu Lor,Gegesik,Kabupaten Cirebon
32.09.28.2004,Gegesik Kidul,Gegesik,Kabupaten Cirebon
32.09.28.2006,Gegesik Kulon,Gegesik,Kabupaten Cirebon
32.09.28.2005,Gegesik Lor,Gegesik,Kabupaten Cirebon
32.09.28.2003,Gegesik Wetan,Gegesik,Kabupaten Cirebon
32.09.28.2008,Jagapura Kidul,Gegesik,Kabupaten Cirebon
32.09.28.2010,Jagapura Kulon,Gegesik,Kabupaten Cirebon
32.09.28.2011,Jagapura Lor,Gegesik,Kabupaten Cirebon
32.09.28.2009,Jagapura Wetan,Gegesik,Kabupaten Cirebon
32.09.28.2001,Kedungdalem,Gegesik,Kabupaten Cirebon
32.09.28.2002,Panunggul,Gegesik,Kabupaten Cirebon
32.09.28.2012,Sibubut,Gegesik,Kabupaten Cirebon
32.09.28.2007,Slendra,Gegesik,Kabupaten Cirebon
32.09.37.2001,Cikeusal,Gempol,Kabupaten Cirebon
32.09.37.2004,Cupang,Gempol,Kabupaten Cirebon
32.09.37.2005,Gempol,Gempol,Kabupaten Cirebon
32.09.37.2003,Kedungbunder,Gempol,Kabupaten Cirebon
32.09.37.2007,Kempek,Gempol,Kabupaten Cirebon
32.09.37.2002,Palimanan Barat,Gempol,Kabupaten Cirebon
32.09.37.2006,Walahar,Gempol,Kabupaten Cirebon
32.09.37.2008,Winong,Gempol,Kabupaten Cirebon
32.09.38.2007,Durajaya,Greged,Kabupaten Cirebon
32.09.38.2005,Greged,Greged,Kabupaten Cirebon
32.09.38.2001,Gumulung Lebak,Greged,Kabupaten Cirebon
32.09.38.2003,Gumulung Tonggoh,Greged,Kabupaten Cirebon
32.09.38.2008,Jatipancur,Greged,Kabupaten Cirebon
32.09.38.2004,Kamarang,Greged,Kabupaten Cirebon
32.09.38.2006,Kamarang Lebak,Greged,Kabupaten Cirebon
32.09.38.2002,Lebak Mekar,Greged,Kabupaten Cirebon
32.09.38.2010,Nanggela,Greged,Kabupaten Cirebon
32.09.38.2009,Sindang Kempeng,Greged,Kabupaten Cirebon
32.09.21.2001,Adidharma,Gunung Jati,Kabupaten Cirebon
32.09.21.2006,Astana,Gunung Jati,Kabupaten Cirebon
32.09.21.2010,Babadan,Gunung Jati,Kabupaten Cirebon
32.09.21.2011,Buyut,Gunung Jati,Kabupaten Cirebon
32.09.21.2009,Grogol,Gunung Jati,Kabupaten Cirebon
32.09.21.2003,Jadimulya,Gunung Jati,Kabupaten Cirebon
32.09.21.2005,Jatimerta,Gunung Jati,Kabupaten Cirebon
32.09.21.2007,Kalisapu,Gunung Jati,Kabupaten Cirebon
32.09.21.2004,Klayan,Gunung Jati,Kabupaten Cirebon
32.09.21.2012,Mayung,Gunung Jati,Kabupaten Cirebon
32.09.21.2015,Mertasinga,Gunung Jati,Kabupaten Cirebon
32.09.21.2002,Pasindangan,Gunung Jati,Kabupaten Cirebon
32.09.21.2016,Sambeng,Gunung Jati,Kabupaten Cirebon
32.09.21.2017,Sirnabaya,Gunung Jati,Kabupaten Cirebon
32.09.21.2008,Wanakaya,Gunung Jati,Kabupaten Cirebon
32.09.40.2007,Bakung Kidul,Jamblang,Kabupaten Cirebon
32.09.40.2008,Bakung Lor,Jamblang,Kabupaten Cirebon
32.09.40.2005,Bojong Lor,Jamblang,Kabupaten Cirebon
32.09.40.2004,Bojong Wetan,Jamblang,Kabupaten Cirebon
32.09.40.2001,Jamblang,Jamblang,Kabupaten Cirebon
32.09.40.2006,Orimalang,Jamblang,Kabupaten Cirebon
32.09.40.2002,Sitiwinangun,Jamblang,Kabupaten Cirebon
32.09.40.2003,Wangunharja,Jamblang,Kabupaten Cirebon
32.09.29.2008,Guwa Kidul,Kaliwedi,Kabupaten Cirebon
32.09.29.2009,Guwa Lor,Kaliwedi,Kabupaten Cirebon
32.09.29.2001,Kalideres,Kaliwedi,Kabupaten Cirebon
32.09.29.2007,Kaliwedi Kidul,Kaliwedi,Kabupaten Cirebon
32.09.29.2006,Kaliwedi Lor,Kaliwedi,Kabupaten Cirebon
32.09.29.2002,Prajawinangun Kulon,Kaliwedi,Kabupaten Cirebon
32.09.29.2003,Prajawinangun Wetan,Kaliwedi,Kabupaten Cirebon
32.09.29.2004,Ujungsemi,Kaliwedi,Kabupaten Cirebon
32.09.29.2005,Wargabinangun,Kaliwedi,Kabupaten Cirebon
32.09.06.2013,Kalimeang,Karangsembung,Kabupaten Cirebon
32.09.06.2014,Karangmalang,Karangsembung,Kabupaten Cirebon
32.09.06.2015,Karangmekar,Karangsembung,Kabupaten Cirebon
32.09.06.2017,Karangsembung,Karangsembung,Kabupaten Cirebon
32.09.06.2011,Karangsuwung,Karangsembung,Kabupaten Cirebon
32.09.06.2012,Karangtengah,Karangsembung,Kabupaten Cirebon
32.09.06.2016,Kubangkarang,Karangsembung,Kabupaten Cirebon
32.09.06.2006,Tambelang,Karangsembung,Kabupaten Cirebon
32.09.34.2002,Blender,Karangwareng,Kabupaten Cirebon
32.09.34.2005,Jatipiring,Karangwareng,Kabupaten Cirebon
32.09.34.2006,Karanganyar,Karangwareng,Kabupaten Cirebon
32.09.34.2009,Karangasem,Karangwareng,Kabupaten Cirebon
32.09.34.2007,Karangwangi,Karangwareng,Kabupaten Cirebon
32.09.34.2008,Karangwareng,Karangwareng,Kabupaten Cirebon
32.09.34.2004,Kubangdeleg,Karangwareng,Kabupaten Cirebon
32.09.34.2001,Seuseupan,Karangwareng,Kabupaten Cirebon
32.09.34.2003,Sumurkondang,Karangwareng,Kabupaten Cirebon
32.09.20.2005,Kalikoa,Kedawung,Kabupaten Cirebon
32.09.20.2008,Kedawung,Kedawung,Kabupaten Cirebon
32.09.20.2004,Kedungdawa,Kedawung,Kabupaten Cirebon
32.09.20.2007,Kedungjaya,Kedawung,Kabupaten Cirebon
32.09.20.2009,Kertawinangun,Kedawung,Kabupaten Cirebon
32.09.20.2011,Pilangsari,Kedawung,Kabupaten Cirebon
32.09.20.2010,Sutawinangun,Kedawung,Kabupaten Cirebon
32.09.20.2006,Tuk,Kedawung,Kabupaten Cirebon
32.09.22.2017,Bungko,Kepetakan,Kabupaten Cirebon
32.09.22.2018,Bungko Lor,Kepetakan,Kabupaten Cirebon
32.09.22.2013,Dukuh,Kepetakan,Kabupaten Cirebon
32.09.22.2015,Grogol,Kepetakan,Kabupaten Cirebon
32.09.22.2016,Kapetakan,Kepetakan,Kabupaten Cirebon
32.09.22.2014,Karangkendal,Kepetakan,Kabupaten Cirebon
32.09.22.2010,Kertasura,Kepetakan,Kabupaten Cirebon
32.09.22.2011,Pegagan Kidul,Kepetakan,Kabupaten Cirebon
32.09.22.2012,Pegagan Lor,Kepetakan,Kabupaten Cirebon
32.09.23.2012,Bangodua,Klangenan,Kabupaten Cirebon
32.09.23.2003,Danawinangun,Klangenan,Kabupaten Cirebon
32.09.23.2008,Jemaras Kidul,Klangenan,Kabupaten Cirebon
32.09.23.2009,Jemaras Lor,Klangenan,Kabupaten Cirebon
32.09.23.2002,Klangenan,Klangenan,Kabupaten Cirebon
32.09.23.2011,Kreyo,Klangenan,Kabupaten Cirebon
32.09.23.2007,Pekantingan,Klangenan,Kabupaten Cirebon
32.09.23.2001,Serang,Klangenan,Kabupaten Cirebon
32.09.23.2010,Slangit,Klangenan,Kabupaten Cirebon
32.09.07.2002,Asem,Lemahabang,Kabupaten Cirebon
32.09.07.2012,Belawa,Lemahabang,Kabupaten Cirebon
32.09.07.2003,Cipeujeuh Kulon,Lemahabang,Kabupaten Cirebon
32.09.07.2004,Cipeujeuh Wetan,Lemahabang,Kabupaten Cirebon
32.09.07.2007,Lemahabang,Lemahabang,Kabupaten Cirebon
32.09.07.2006,Lemahabang Kulon,Lemahabang,Kabupaten Cirebon
32.09.07.2001,Leuwidingding,Lemahabang,Kabupaten Cirebon
32.09.07.2010,Picungpugur,Lemahabang,Kabupaten Cirebon
32.09.07.2009,Sarajaya,Lemahabang,Kabupaten Cirebon
32.09.07.2008,Sigong,Lemahabang,Kabupaten Cirebon
32.09.07.2005,Sindanglaut,Lemahabang,Kabupaten Cirebon
32.09.07.2011,Tuk Karangsuwung,Lemahabang,Kabupaten Cirebon
32.09.07.2013,Wangkelang,Lemahabang,Kabupaten Cirebon
32.09.03.2009,Ambulu,Losari,Kabupaten Cirebon
32.09.03.2001,Astanalanggar,Losari,Kabupaten Cirebon
32.09.03.2002,Barisan,Losari,Kabupaten Cirebon
32.09.03.2007,Kalirahayu,Losari,Kabupaten Cirebon
32.09.03.2008,Kalisari,Losari,Kabupaten Cirebon
32.09.03.2003,Losari Kidul,Losari,Kabupaten Cirebon
32.09.03.2005,Losari Lor,Losari,Kabupaten Cirebon
32.09.03.2006,Mulyasari,Losari,Kabupaten Cirebon
32.09.03.2004,Panggangsari,Losari,Kabupaten Cirebon
32.09.03.2010,Tawangsari,Losari,Kabupaten Cirebon
32.09.12.2007,Bandengan,Mundu,Kabupaten Cirebon
32.09.12.2010,Banjarwangunan,Mundu,Kabupaten Cirebon
32.09.12.2006,Citemu,Mundu,Kabupaten Cirebon
32.09.12.2004,Luwung,Mundu,Kabupaten Cirebon
32.09.12.2003,Mundu Mesigit,Mundu,Kabupaten Cirebon
32.09.12.2008,Mundu Pesisir,Mundu,Kabupaten Cirebon
32.09.12.2011,Pamengkang,Mundu,Kabupaten Cirebon
32.09.12.2002,Penpen,Mundu,Kabupaten Cirebon
32.09.12.2001,Setupatok,Mundu,Kabupaten Cirebon
32.09.12.2012,Sinarancang,Mundu,Kabupaten Cirebon
32.09.12.2009,Suci,Mundu,Kabupaten Cirebon
32.09.12.2005,Waruduwur,Mundu,Kabupaten Cirebon
32.09.04.2012,Babakan Losari,Pabedilan,Kabupaten Cirebon
32.09.04.2013,Babakan Losari Lor,Pabedilan,Kabupaten Cirebon
32.09.04.2008,Dukuhwidara,Pabedilan,Kabupaten Cirebon
32.09.04.2009,Kalibuntu,Pabedilan,Kabupaten Cirebon
32.09.04.2010,Kalimukti,Pabedilan,Kabupaten Cirebon
32.09.04.2004,Pabedilan Kaler,Pabedilan,Kabupaten Cirebon
32.09.04.2001,Pabedilan Kidul,Pabedilan,Kabupaten Cirebon
32.09.04.2003,Pabedilan Kulon,Pabedilan,Kabupaten Cirebon
32.09.04.2002,Pabedilan Wetan,Pabedilan,Kabupaten Cirebon
32.09.04.2007,Pasuruan,Pabedilan,Kabupaten Cirebon
32.09.04.2011,Sidaresmi,Pabedilan,Kabupaten Cirebon
32.09.04.2005,Silihasih,Pabedilan,Kabupaten Cirebon
32.09.04.2006,Tersana,Pabedilan,Kabupaten Cirebon
32.09.33.2006,Hulubanteng,Pabuaran,Kabupaten Cirebon
32.09.33.2007,Hulubanteng Lor,Pabuaran,Kabupaten Cirebon
32.09.33.2005,Jatirenggang,Pabuaran,Kabupaten Cirebon
32.09.33.2002,Pabuaran Kidul,Pabuaran,Kabupaten Cirebon
32.09.33.2004,Pabuaran Lor,Pabuaran,Kabupaten Cirebon
32.09.33.2003,Pabuaran Wetan,Pabuaran,Kabupaten Cirebon
32.09.33.2001,Sukadana,Pabuaran,Kabupaten Cirebon
32.09.17.2004,Balerante,Palimanan,Kabupaten Cirebon
32.09.17.2006,Beberan,Palimanan,Kabupaten Cirebon
32.09.17.2015,Cengkuang,Palimanan,Kabupaten Cirebon
32.09.17.2013,Ciawi,Palimanan,Kabupaten Cirebon
32.09.17.2002,Cilukrak,Palimanan,Kabupaten Cirebon
32.09.17.2003,Kepuh,Palimanan,Kabupaten Cirebon
32.09.17.2012,Lungbenda,Palimanan,Kabupaten Cirebon
32.09.17.2008,Palimanan Timur,Palimanan,Kabupaten Cirebon
32.09.17.2005,Panongan,Palimanan,Kabupaten Cirebon
32.09.17.2011,Pegagan,Palimanan,Kabupaten Cirebon
32.09.17.2007,Semplo,Palimanan,Kabupaten Cirebon
32.09.17.2014,Tegalkarang,Palimanan,Kabupaten Cirebon
32.09.11.2009,Astanamukti,Pangenan,Kabupaten Cirebon
32.09.11.2004,Bendungan,Pangenan,Kabupaten Cirebon
32.09.11.2006,Beringin,Pangenan,Kabupaten Cirebon
32.09.11.2002,Ender,Pangenan,Kabupaten Cirebon
32.09.11.2001,Getrakmoyan,Pangenan,Kabupaten Cirebon
32.09.11.2007,Japura Lor,Pangenan,Kabupaten Cirebon
32.09.11.2003,Pangenan,Pangenan,Kabupaten Cirebon
32.09.11.2008,Pengarengan,Pangenan,Kabupaten Cirebon
32.09.11.2005,Rawaurip,Pangenan,Kabupaten Cirebon
32.09.25.2006,Gujeg,Panguragan,Kabupaten Cirebon
32.09.25.2001,Kalianyar,Panguragan,Kabupaten Cirebon
32.09.25.2008,Karanganyar,Panguragan,Kabupaten Cirebon
32.09.25.2009,Kroya,Panguragan,Kabupaten Cirebon
32.09.25.2007,Lemahtamba,Panguragan,Kabupaten Cirebon
32.09.25.2005,Pangurangan,Panguragan,Kabupaten Cirebon
32.09.25.2002,Pangurangan Kulon,Panguragan,Kabupaten Cirebon
32.09.25.2004,Pangurangan Lor,Panguragan,Kabupaten Cirebon
32.09.25.2003,Pangurangan Wetan,Panguragan,Kabupaten Cirebon
32.09.32.2007,Cigobang,Pasaleman,Kabupaten Cirebon
32.09.32.2006,Cigobangwangi,Pasaleman,Kabupaten Cirebon
32.09.32.2004,Cilengkrang,Pasaleman,Kabupaten Cirebon
32.09.32.2003,Cilengkrang Girang,Pasaleman,Kabupaten Cirebon
32.09.32.2005,Pasaleman,Pasaleman,Kabupaten Cirebon
32.09.32.2002,Tanjunganom,Pasaleman,Kabupaten Cirebon
32.09.32.2001,Tonjong,Pasaleman,Kabupaten Cirebon
32.09.36.2009,Cangkring,Plered,Kabupaten Cirebon
32.09.36.2007,Gamel,Plered,Kabupaten Cirebon
32.09.36.2002,Kaliwulu,Plered,Kabupaten Cirebon
32.09.36.2003,Panembahan,Plered,Kabupaten Cirebon
32.09.36.2010,Pangkalan,Plered,Kabupaten Cirebon
32.09.36.2008,Sarabau,Plered,Kabupaten Cirebon
32.09.36.2001,Tegalsari,Plered,Kabupaten Cirebon
32.09.36.2005,Trusmi Kulon,Plered,Kabupaten Cirebon
32.09.36.2004,Trusmi Wetan,Plered,Kabupaten Cirebon
32.09.36.2006,Wotgali,Plered,Kabupaten Cirebon
32.09.18.2005,Bode Lor,Plumbon,Kabupaten Cirebon
32.09.18.2006,Bodesari,Plumbon,Kabupaten Cirebon
32.09.18.2001,Cempaka,Plumbon,Kabupaten Cirebon
32.09.18.2015,Danamulya,Plumbon,Kabupaten Cirebon
32.09.18.2007,Gombang,Plumbon,Kabupaten Cirebon
32.09.18.2009,Karangasem,Plumbon,Kabupaten Cirebon
32.09.18.2008,Karangmulya,Plumbon,Kabupaten Cirebon
32.09.18.2012,Kebarepan,Plumbon,Kabupaten Cirebon
32.09.18.2014,Kedungsana,Plumbon,Kabupaten Cirebon
32.09.18.2003,Lurah,Plumbon,Kabupaten Cirebon
32.09.18.2004,Marikangen,Plumbon,Kabupaten Cirebon
32.09.18.2002,Pamijahan,Plumbon,Kabupaten Cirebon
32.09.18.2013,Pasanggrahan,Plumbon,Kabupaten Cirebon
32.09.18.2010,Plumbon,Plumbon,Kabupaten Cirebon
32.09.18.2011,Purbawinangun,Plumbon,Kabupaten Cirebon
32.09.09.2001,Karangwuni,Sedong,Kabupaten Cirebon
32.09.09.2006,Kertawangun,Sedong,Kabupaten Cirebon
32.09.09.2007,Panambangan,Sedong,Kabupaten Cirebon
32.09.09.2009,Panongan,Sedong,Kabupaten Cirebon
32.09.09.2010,Panongan Lor,Sedong,Kabupaten Cirebon
32.09.09.2008,Putat,Sedong,Kabupaten Cirebon
32.09.09.2002,Sedong Kidul,Sedong,Kabupaten Cirebon
32.09.09.2003,Sedong Lor,Sedong,Kabupaten Cirebon
32.09.09.2005,Winduhaji,Sedong,Kabupaten Cirebon
32.09.09.2004,Windujaya,Sedong,Kabupaten Cirebon
32.09.15.1003,Babakan,Sumber,Kabupaten Cirebon
32.09.15.1010,Gegunung,Sumber,Kabupaten Cirebon
32.09.15.1006,Kaliwadas,Sumber,Kabupaten Cirebon
32.09.15.1011,Kemantren,Sumber,Kabupaten Cirebon
32.09.15.1014,Kenanga,Sumber,Kabupaten Cirebon
32.09.15.2001,Matangaji,Sumber,Kabupaten Cirebon
32.09.15.1007,Pasalakan,Sumber,Kabupaten Cirebon
32.09.15.1009,Pejambon,Sumber,Kabupaten Cirebon
32.09.15.1005,Perbutulan,Sumber,Kabupaten Cirebon
32.09.15.1012,Sendang,Sumber,Kabupaten Cirebon
32.09.15.2002,Sidawangi,Sumber,Kabupaten Cirebon
32.09.15.1004,Sumber,Sumber,Kabupaten Cirebon
32.09.15.1013,Tukmudal,Sumber,Kabupaten Cirebon
32.09.15.1008,Watubelah,Sumber,Kabupaten Cirebon
32.09.39.2007,Karangreja,Suranenggala,Kabupaten Cirebon
32.09.39.2005,Keraton,Suranenggala,Kabupaten Cirebon
32.09.39.2003,Muara,Suranenggala,Kabupaten Cirebon
32.09.39.2004,Purwawinangun,Suranenggala,Kabupaten Cirebon
32.09.39.2006,Surakarta,Suranenggala,Kabupaten Cirebon
32.09.39.2011,Suranenggala,Suranenggala,Kabupaten Cirebon
32.09.39.2008,Suranenggala Kidul,Suranenggala,Kabupaten Cirebon
32.09.39.2009,Suranenggala Kulon,Suranenggala,Kabupaten Cirebon
32.09.39.2010,Suranenggala Lor,Suranenggala,Kabupaten Cirebon
32.09.27.2005,Bojong Kulon,Susukan,Kabupaten Cirebon
32.09.27.2009,Bunder,Susukan,Kabupaten Cirebon
32.09.27.2004,Gintung Lor,Susukan,Kabupaten Cirebon
32.09.27.2012,Jatianom,Susukan,Kabupaten Cirebon
32.09.27.2010,Jatipura,Susukan,Kabupaten Cirebon
32.09.27.2003,Kedongdong,Susukan,Kabupaten Cirebon
32.09.27.2006,Kejiwan,Susukan,Kabupaten Cirebon
32.09.27.2008,Luwung Kencana,Susukan,Kabupaten Cirebon
32.09.27.2007,Susukan,Susukan,Kabupaten Cirebon
32.09.27.2001,Tangkil,Susukan,Kabupaten Cirebon
32.09.27.2011,Ujunggebang,Susukan,Kabupaten Cirebon
32.09.27.2002,Wiyong,Susukan,Kabupaten Cirebon
32.09.08.2008,Ciawiasih,Susukan Lebak,Kabupaten Cirebon
32.09.08.2009,Ciawijapura,Susukan Lebak,Kabupaten Cirebon
32.09.08.2010,Curug,Susukan Lebak,Kabupaten Cirebon
32.09.08.2011,Curug Wetan,Susukan Lebak,Kabupaten Cirebon
32.09.08.2013,Kaligawe,Susukan Lebak,Kabupaten Cirebon
32.09.08.2012,Kaligawe Wetan,Susukan Lebak,Kabupaten Cirebon
32.09.08.2001,Karangamangu,Susukan Lebak,Kabupaten Cirebon
32.09.08.2007,Pasawahan,Susukan Lebak,Kabupaten Cirebon
32.09.08.2006,Sampih,Susukan Lebak,Kabupaten Cirebon
32.09.08.2003,Susukan Agung,Susukan Lebak,Kabupaten Cirebon
32.09.08.2002,Susukan Lebak,Susukan Lebak,Kabupaten Cirebon
32.09.08.2004,Susukan Tonggoh,Susukan Lebak,Kabupaten Cirebon
32.09.08.2005,Wilulang,Susukan Lebak,Kabupaten Cirebon
32.09.14.2008,Cempaka,Talun,Kabupaten Cirebon
32.09.14.2002,Ciperna,Talun,Kabupaten Cirebon
32.09.14.2004,Cirebon Girang,Talun,Kabupaten Cirebon
32.09.14.2003,Kecomberan,Talun,Kabupaten Cirebon
32.09.14.2009,Kepongpongan,Talun,Kabupaten Cirebon
32.09.14.2005,Kerandon,Talun,Kabupaten Cirebon
32.09.14.2011,Kubang,Talun,Kabupaten Cirebon
32.09.14.2001,Sampiran,Talun,Kabupaten Cirebon
32.09.14.2010,Sarwadadi,Talun,Kabupaten Cirebon
32.09.14.2006,Wanasaba Kidul,Talun,Kabupaten Cirebon
32.09.14.2007,Wanasaba Lor,Talun,Kabupaten Cirebon
32.09.35.2002,Astapada,Tengah Tani,Kabupaten Cirebon
32.09.35.2006,Battembat,Tengah Tani,Kabupaten Cirebon
32.09.35.2005,Dawuan,Tengah Tani,Kabupaten Cirebon
32.09.35.2003,Gesik,Tengah Tani,Kabupaten Cirebon
32.09.35.2007,Kalibaru,Tengah Tani,Kabupaten Cirebon
32.09.35.2008,Kalitengah,Tengah Tani,Kabupaten Cirebon
32.09.35.2004,Kemlakagede,Tengah Tani,Kabupaten Cirebon
32.09.35.2001,Palir,Tengah Tani,Kabupaten Cirebon
32.09.01.2012,Ambit,Waled,Kabupaten Cirebon
32.09.01.2018,Cibogo,Waled,Kabupaten Cirebon
32.09.01.2017,Cikulak,Waled,Kabupaten Cirebon
32.09.01.2016,Cikulak Kidul,Waled,Kabupaten Cirebon
32.09.01.2019,Cisaat,Waled,Kabupaten Cirebon
32.09.01.2013,Ciuyah,Waled,Kabupaten Cirebon
32.09.01.2014,Gunungsari,Waled,Kabupaten Cirebon
32.09.01.2015,Karangsari,Waled,Kabupaten Cirebon
32.09.01.2010,Mekarsari,Waled,Kabupaten Cirebon
32.09.01.2011,Waled Asem,Waled,Kabupaten Cirebon
32.09.01.2008,Waled Desa,Waled,Kabupaten Cirebon
32.09.01.2009,Waled Kota,Waled,Kabupaten Cirebon
32.09.19.2001,Karangsari,Weru,Kabupaten Cirebon
32.09.19.2002,Kertasari,Weru,Kabupaten Cirebon
32.09.19.2004,Megu Cilik,Weru,Kabupaten Cirebon
32.09.19.2003,Megu Gede,Weru,Kabupaten Cirebon
32.09.19.2006,Setu Kulon,Weru,Kabupaten Cirebon
32.09.19.2005,Setu Wetan,Weru,Kabupaten Cirebon
32.09.19.2009,Tegalwangi,Weru,Kabupaten Cirebon
32.09.19.2007,Weru Kidul,Weru,Kabupaten Cirebon
32.09.19.2008,Weru Lor,Weru,Kabupaten Cirebon
32.05.23.2001,Banjarwangi,Banjarwangi,Kabupaten Garut
32.05.23.2010,Bojong,Banjarwangi,Kabupaten Garut
32.05.23.2008,Dangiang,Banjarwangi,Kabupaten Garut
32.05.23.2006,Jayabakti,Banjarwangi,Kabupaten Garut
32.05.23.2004,Kadongdong,Banjarwangi,Kabupaten Garut
32.05.23.2007,Mulyajaya,Banjarwangi,Kabupaten Garut
32.05.23.2003,Padahurip,Banjarwangi,Kabupaten Garut
32.05.23.2002,Talagajaya,Banjarwangi,Kabupaten Garut
32.05.23.2005,Talagasari,Banjarwangi,Kabupaten Garut
32.05.23.2009,Tanjungjaya,Banjarwangi,Kabupaten Garut
32.05.23.2011,Wangunjaya,Banjarwangi,Kabupaten Garut
32.05.06.2011,Bagendit,Banyuresmi,Kabupaten Garut
32.05.06.2001,Banyuresmi,Banyuresmi,Kabupaten Garut
32.05.06.2010,Binakarya,Banyuresmi,Kabupaten Garut
32.05.06.2002,Cimareme,Banyuresmi,Kabupaten Garut
32.05.06.2006,Cipicung,Banyuresmi,Kabupaten Garut
32.05.06.2007,Dangdeur,Banyuresmi,Kabupaten Garut
32.05.06.2012,Karyamukti,Banyuresmi,Kabupaten Garut
32.05.06.2013,Karyasari,Banyuresmi,Kabupaten Garut
32.05.06.2009,Pamekarsari,Banyuresmi,Kabupaten Garut
32.05.06.2008,Sukakarya,Banyuresmi,Kabupaten Garut
32.05.06.2015,Sukalaksana,Banyuresmi,Kabupaten Garut
32.05.06.2014,Sukamukti,Banyuresmi,Kabupaten Garut
32.05.06.2005,Sukaraja,Banyuresmi,Kabupaten Garut
32.05.06.2003,Sukaratu,Banyuresmi,Kabupaten Garut
32.05.06.2004,Sukasenang,Banyuresmi,Kabupaten Garut
32.05.17.2012,Banjarsari,Bayongbong,Kabupaten Garut
32.05.17.2001,Bayongbong,Bayongbong,Kabupaten Garut
32.05.17.2009,Ciburuy,Bayongbong,Kabupaten Garut
32.05.17.2010,Ciela,Bayongbong,Kabupaten Garut
32.05.17.2011,Cikedokan,Bayongbong,Kabupaten Garut
32.05.17.2017,Cinisti,Bayongbong,Kabupaten Garut
32.05.17.2003,Hegarmanah,Bayongbong,Kabupaten Garut
32.05.17.2005,Karyajaya,Bayongbong,Kabupaten Garut
32.05.17.2014,Mekarjaya,Bayongbong,Kabupaten Garut
32.05.17.2008,Mekarsari,Bayongbong,Kabupaten Garut
32.05.17.2006,Mulyasari,Bayongbong,Kabupaten Garut
32.05.17.2007,Pamalayan,Bayongbong,Kabupaten Garut
32.05.17.2002,Panembong,Bayongbong,Kabupaten Garut
32.05.17.2004,Salakuray,Bayongbong,Kabupaten Garut
32.05.17.2015,Sirnagalih,Bayongbong,Kabupaten Garut
32.05.17.2018,Sukamanah,Bayongbong,Kabupaten Garut
32.05.17.2016,Sukarame,Bayongbong,Kabupaten Garut
32.05.17.2013,Sukasenang,Bayongbong,Kabupaten Garut
32.05.31.2007,Bojong,Bungbulang,Kabupaten Garut
32.05.31.2001,Bungbulang,Bungbulang,Kabupaten Garut
32.05.31.2010,Cihikeu,Bungbulang,Kabupaten Garut
32.05.31.2003,Gunamekar,Bungbulang,Kabupaten Garut
32.05.31.2012,Gunung Jampang,Bungbulang,Kabupaten Garut
32.05.31.2002,Hanjuang,Bungbulang,Kabupaten Garut
32.05.31.2013,Hegarmanah,Bungbulang,Kabupaten Garut
32.05.31.2006,Margalaksana,Bungbulang,Kabupaten Garut
32.05.31.2005,Mekarbakti,Bungbulang,Kabupaten Garut
32.05.31.2009,Mekarjaya,Bungbulang,Kabupaten Garut
32.05.31.2008,Sinarjaya,Bungbulang,Kabupaten Garut
32.05.31.2004,Tegallega,Bungbulang,Kabupaten Garut
